index_waters,Electrophile,Electrophile SMILES,Nucleophile,Nucleophile SMILES,Product SMILES,nu/100000,prod/100000,prod/(nu+prod)*100,inhibition %,inhibition % in 5-fold dilution
A22,E227_3-methylbut-2-enoic acid,CC(=CC(=O)O)C,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)=CCNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,1.54,3.2,67.8,-57.8,0
A25,"E1_2-BIBENZYLCARBOXYLIC ACID, 97%",C1=CC=C(C=C1)CCC2=CC=CC=C2C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ccccc4CCc4ccccc4)CCC[C@]3(C)C2CC1,7.9,21,72.6,-82.2,0
A26,"E53_N-4-BOC-N-1-CBZ-2-PIPERAZINE CARBOXYLIC ACID, 97%",CC(C)(C)OC(=O)N1CCN(C(C1)C(=O)O)C(=O)OCC2=CC=CC=C2,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC4CN(C(=O)OC(C)(C)C)CCN4C(=O)OCc4ccccc4)CCC[C@]3(C)C2CC1,28.1,14.5,34.1,16.6,0
A27,"E96_4-BUTYLBENZOIC ACID, 97%",CCCCC1=CC=C(C=C1)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CCCCc1ccc(CNC[C@]2(C)CCC[C@]3(C)C4CCC(C(C)C)=CC4=CCC23)cc1,6.5,27.2,80.7,0.9,0
A28,E142_4-cyclohexylbenzoic acid,C1CCC(CC1)C2=CC=C(C=C2)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ccc(C5CCCCC5)cc4)CCC[C@]3(C)C2CC1,1.7,4,70.1,-25.3,0
A29,E181_9H-fluorene-9-carboxylic acid,C1=CC=C2C(=C1)C(C3=CC=CC=C32)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC4c5ccccc5-c5ccccc54)CCC[C@]3(C)C2CC1,9.2,1.9,17.3,-20.7,0
A30,E223_(2S)-2-(6-methoxynaphthalen-2-yl)propanoic acid,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,COc1ccc2cc(C(C)CNC[C@]3(C)CCC[C@]4(C)C5CCC(C(C)C)=CC5=CCC34)ccc2c1,2.4,28.3,92.2,-1.6,0
A31,E279_10-Undecenoic Acid,C=CCCCCCCCCC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,C=CCCCCCCCCCNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,8.8,0,0,-33.2,0
A32,"E3_4-HYDROXYBENZOIC ACID, 99%",C1=CC(=CC=C1C(=O)O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ccc(O)cc4)CCC[C@]3(C)C2CC1,11.4,0,0,-22,0
A33,"E102_3-CHLORO-2,2-DIMETHYLPROPIONIC ACID, 97%",CC(C)(CCl)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC(C)(C)CCl)CCC[C@]3(C)C2CC1,3.6,1.7,32.4,-15.9,0
A34,E227_3-methylbut-2-enoic acid,CC(=CC(=O)O)C,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)=CCNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,1,1.8,64.5,-23.9,0
A37,"E1_2-BIBENZYLCARBOXYLIC ACID, 97%",C1=CC=C(C=C1)CCC2=CC=CC=C2C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccccc4CCc4ccccc4)c(C(C)C)cc3CCC12,16.7,6.9,29.3,-27.9,0
A38,"E53_N-4-BOC-N-1-CBZ-2-PIPERAZINE CARBOXYLIC ACID, 97%",CC(C)(C)OC(=O)N1CCN(C(C1)C(=O)O)C(=O)OCC2=CC=CC=C2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC4CN(C(=O)OC(C)(C)C)CCN4C(=O)OCc4ccccc4)c(C(C)C)cc3CCC12,1.3,0,0,-46,0
A39,"E96_4-BUTYLBENZOIC ACID, 97%",CCCCC1=CC=C(C=C1)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCCCc1ccc(CNc2cc3c(cc2C(C)C)CCC2[C@](C)(CNCC)CCC[C@]32C)cc1,18.4,9.1,33.1,-31.8,0
A40,E142_4-cyclohexylbenzoic acid,C1CCC(CC1)C2=CC=C(C=C2)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc(C5CCCCC5)cc4)c(C(C)C)cc3CCC12,10.4,0.8,7.3,-46.5,0
A41,E181_9H-fluorene-9-carboxylic acid,C1=CC=C2C(=C1)C(C3=CC=CC=C32)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC4c5ccccc5-c5ccccc54)c(C(C)C)cc3CCC12,14.3,13.9,49.3,-51.4,0
A42,E223_(2S)-2-(6-methoxynaphthalen-2-yl)propanoic acid,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(C)c4ccc5cc(OC)ccc5c4)c(C(C)C)cc3CCC12,6.2,23.7,79.2,-24.6,0
A43,E279_10-Undecenoic Acid,C=CCCCCCCCCC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,C=CCCCCCCCCCNc1cc2c(cc1C(C)C)CCC1[C@](C)(CNCC)CCC[C@]21C,3.3,0,0,-46.5,0
A44,"E3_4-HYDROXYBENZOIC ACID, 99%",C1=CC(=CC=C1C(=O)O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc(O)cc4)c(C(C)C)cc3CCC12,1.9,0,0,-22.1,0
A45,"E102_3-CHLORO-2,2-DIMETHYLPROPIONIC ACID, 97%",CC(C)(CCl)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(C)(C)CCl)c(C(C)C)cc3CCC12,15.7,0,0,-26.5,0
A46,E227_3-methylbut-2-enoic acid,CC(=CC(=O)O)C,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC=C(C)C)c(C(C)C)cc3CCC12,1.6,0,0,-43.7,0
B1,"E2_2-CHLORO-5-(TRIFLUOROMETHYL)ISONICOTINIC ACID, 97%",C1=C(C(=CN=C1Cl)C(F)(F)F)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3cc(Cl)ncc3C(F)(F)F)CCC[C@]21C,44.4,12.1,21.4,72.5,29.63
B2,"E54_3-BENZOYLBENZOIC ACID, 98%",C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3cccc(C(=O)c4ccccc4)c3)CCC[C@]21C,25.2,32.9,56.6,-7.6,0
B3,"E97_TRANS-4-TERT-BUTYLCYCLOHEXANECARBOXYLIC ACID, 97%",CC(C)(C)C1CCC(CC1)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC3CCC(C(C)(C)C)CC3)CCC[C@]21C,19.9,2.8,12.2,-25.5,0
B4,E144_2-(4-chlorophenyl)acetic acid,C1=CC(=CC=C1CC(=O)O)Cl,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCc3ccc(Cl)cc3)CCC[C@]21C,5.1,3.5,40.7,-19.5,0
B5,E183_3-fluorobenzoic acid,C1=CC(=CC(=C1)F)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3cccc(F)c3)CCC[C@]21C,13.3,0,0,-10.2,0
B6,E226_2-(2-methoxyphenyl)acetic acid,COC1=CC=CC=C1CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,COc1ccccc1CCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,16.7,1.6,8.6,-27.5,0
B7,E282_Vanillic acid,COC1=C(C=CC(=C1)C(=O)O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,COc1cc(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@@H]23)ccc1O,33.6,37.4,52.7,101.1,44.86
B8,"E12_ISOVALERIC ACID, 99%",CC(C)CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)CCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,14.2,9.3,39.4,-36.8,0
B9,"E107_1-CYCLOHEXENE-1-CARBOXYLIC ACID, 97%",C1CCC(=CC1)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC3=CCCCC3)CCC[C@]21C,11,2.7,20,-36.6,0
B10,E228_1-methylpiperidine-4-carboxylic acid,CN1CCC(CC1)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC3CCN(C)CC3)CCC[C@]21C,29.7,0,0,-21.3,0
B13,"E2_2-CHLORO-5-(TRIFLUOROMETHYL)ISONICOTINIC ACID, 97%",C1=C(C(=CN=C1Cl)C(F)(F)F)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3cc(Cl)ncc3C(F)(F)F)C1CC2,71.2,10.7,13,97,3.91
B14,"E54_3-BENZOYLBENZOIC ACID, 98%",C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3cccc(C(=O)c4ccccc4)c3)C1CC2,42.3,17.6,29.3,0.6,0
B15,"E97_TRANS-4-TERT-BUTYLCYCLOHEXANECARBOXYLIC ACID, 97%",CC(C)(C)C1CCC(CC1)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC3CCC(C(C)(C)C)CC3)C1CC2,29.1,0.7,2.3,-33,0
B16,E144_2-(4-chlorophenyl)acetic acid,C1=CC(=CC=C1CC(=O)O)Cl,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCc3ccc(Cl)cc3)C1CC2,7.3,7.2,49.8,-46.9,0
B17,E183_3-fluorobenzoic acid,C1=CC(=CC(=C1)F)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3cccc(F)c3)C1CC2,18,1,5.1,-63.1,0
B18,E226_2-(2-methoxyphenyl)acetic acid,COC1=CC=CC=C1CC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,COc1ccccc1CCNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,1.2,24.4,95.2,-53.2,0
B19,E282_Vanillic acid,COC1=C(C=CC(=C1)C(=O)O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,COc1cc(CNC[C@]2(C)CCC[C@]3(C)c4cc(O)c(C(C)C)cc4CCC23)ccc1O,12.1,39.4,76.6,4.9,0
B20,"E12_ISOVALERIC ACID, 99%",CC(C)CC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)CCNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,0.4,1.3,78.3,-33.3,0
B21,"E107_1-CYCLOHEXENE-1-CARBOXYLIC ACID, 97%",C1CCC(=CC1)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC3=CCCCC3)C1CC2,3,3.2,50.9,-39.1,0
B22,E228_1-methylpiperidine-4-carboxylic acid,CN1CCC(CC1)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC3CCN(C)CC3)C1CC2,13.3,0,0,-59.3,0
B25,"E2_2-CHLORO-5-(TRIFLUOROMETHYL)ISONICOTINIC ACID, 97%",C1=C(C(=CN=C1Cl)C(F)(F)F)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4cc(Cl)ncc4C(F)(F)F)CCC[C@]3(C)C2CC1,22.5,10.8,32.5,-23.2,0
B26,"E54_3-BENZOYLBENZOIC ACID, 98%",C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4cccc(C(=O)c5ccccc5)c4)CCC[C@]3(C)C2CC1,8.7,22,71.7,-4.2,0
B27,"E97_TRANS-4-TERT-BUTYLCYCLOHEXANECARBOXYLIC ACID, 97%",CC(C)(C)C1CCC(CC1)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC4CCC(C(C)(C)C)CC4)CCC[C@]3(C)C2CC1,7.8,3.5,30.9,-17,0
B28,E144_2-(4-chlorophenyl)acetic acid,C1=CC(=CC=C1CC(=O)O)Cl,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCc4ccc(Cl)cc4)CCC[C@]3(C)C2CC1,4.4,1.6,27,-1.3,0
B29,E183_3-fluorobenzoic acid,C1=CC(=CC(=C1)F)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4cccc(F)c4)CCC[C@]3(C)C2CC1,4.1,0,0,-10,0
B30,E226_2-(2-methoxyphenyl)acetic acid,COC1=CC=CC=C1CC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,COc1ccccc1CCNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,3.6,0.5,13.2,-9.8,0
B31,E282_Vanillic acid,COC1=C(C=CC(=C1)C(=O)O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,COc1cc(CNC[C@]2(C)CCC[C@]3(C)C4CCC(C(C)C)=CC4=CCC23)ccc1O,14.2,47.3,76.9,59.6,0
B32,"E12_ISOVALERIC ACID, 99%",CC(C)CC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)CCNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,1.6,4.4,73.3,-24.6,0
B33,"E107_1-CYCLOHEXENE-1-CARBOXYLIC ACID, 97%",C1CCC(=CC1)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC4=CCCCC4)CCC[C@]3(C)C2CC1,2.4,0.7,21.9,-14.2,0
B34,E228_1-methylpiperidine-4-carboxylic acid,CN1CCC(CC1)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC4CCN(C)CC4)CCC[C@]3(C)C2CC1,10.2,0,0,-22.7,0
B37,"E2_2-CHLORO-5-(TRIFLUOROMETHYL)ISONICOTINIC ACID, 97%",C1=C(C(=CN=C1Cl)C(F)(F)F)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4cc(Cl)ncc4C(F)(F)F)c(C(C)C)cc3CCC12,15.8,23.4,59.7,-31.2,0
B38,"E54_3-BENZOYLBENZOIC ACID, 98%",C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4cccc(C(=O)c5ccccc5)c4)c(C(C)C)cc3CCC12,20.1,6.6,24.8,-4,0
B39,"E97_TRANS-4-TERT-BUTYLCYCLOHEXANECARBOXYLIC ACID, 97%",CC(C)(C)C1CCC(CC1)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC4CCC(C(C)(C)C)CC4)c(C(C)C)cc3CCC12,10.4,2.5,19.1,-27.8,0
B40,E144_2-(4-chlorophenyl)acetic acid,C1=CC(=CC=C1CC(=O)O)Cl,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4ccc(Cl)cc4)c(C(C)C)cc3CCC12,6.1,5.5,47.6,-50,0
B41,E183_3-fluorobenzoic acid,C1=CC(=CC(=C1)F)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4cccc(F)c4)c(C(C)C)cc3CCC12,6.1,0,0,-40,0
B42,E226_2-(2-methoxyphenyl)acetic acid,COC1=CC=CC=C1CC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4ccccc4OC)c(C(C)C)cc3CCC12,5.3,0.8,12.8,-18.4,0
B43,E282_Vanillic acid,COC1=C(C=CC(=C1)C(=O)O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc(O)c(OC)c4)c(C(C)C)cc3CCC12,20.6,21.3,50.9,-22.8,0
B44,"E12_ISOVALERIC ACID, 99%",CC(C)CC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCC(C)C)c(C(C)C)cc3CCC12,1,1.4,58.5,-38.3,0
B45,"E107_1-CYCLOHEXENE-1-CARBOXYLIC ACID, 97%",C1CCC(=CC1)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC4=CCCCC4)c(C(C)C)cc3CCC12,1.1,0.2,18,-28.4,0
B46,E228_1-methylpiperidine-4-carboxylic acid,CN1CCC(CC1)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC4CCN(C)CC4)c(C(C)C)cc3CCC12,4.1,3.2,44,-28.4,0
C1,"E4_4-METHOXYBENZOIC ACID, 97%",COC1=CC=C(C=C1)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,COc1ccc(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@@H]23)cc1,0,25.4,100,100,37.54
C2,"E55_1-BOC-AZETIDINE-3-CARBOXYLIC ACID, 97%",CC(C)(C)OC(=O)N1CC(C1)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC3CN(C(=O)OC(C)(C)C)C3)CCC[C@]21C,6.52,31.7,82.9,-10,0
C3,"E98_3-BROMOPROPIONIC ACID, 97%",C(CBr)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCCBr)CCC[C@]21C,15.5,0,0,-36.1,0
C4,E145_2-(2-chlorophenyl)acetic acid,C1=CC=C(C(=C1)CC(=O)O)Cl,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCc3ccccc3Cl)CCC[C@]21C,12.13,0.7,5.1,-17.5,0
C5,E184_3-(2-fluorophenyl)propanoic acid,C1=CC=C(C(=C1)CCC(=O)O)F,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCCc3ccccc3F)CCC[C@]21C,11.27,0,0,-21.3,0
C6,"E229_2-(3-methyl-1,2-oxazol-5-yl)acetic acid",CC1=NOC(=C1)CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,Cc1cc(CCNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@@H]23)on1,5.76,26.8,82.3,-8.2,0
C7,E283_2-Bromopropionic Acid,CC(C(=O)O)Br,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(Br)CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,15.68,0,0,-23.8,0
C8,"E13_2-(BROMOMETHYL)BENZOIC ACID, 97%",C1=CC=C(C(=C1)CBr)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3ccccc3CBr)CCC[C@]21C,25.26,0,0,-0.2,0
C9,"E108_CROTONIC ACID, 98%",CC=CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC=CCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,1.68,0,0,-21.6,0
C10,E240_pyridine-3-carboxylic acid,C1=CC(=CN=C1)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3cccnc3)CCC[C@]21C,18.69,0,0,-15.6,0
C13,"E4_4-METHOXYBENZOIC ACID, 97%",COC1=CC=C(C=C1)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,COc1ccc(CNC[C@]2(C)CCC[C@]3(C)c4cc(O)c(C(C)C)cc4CCC23)cc1,51.38,22.1,30.1,92.7,-3.68
