index_waters,Electrophile,Electrophile SMILES,Nucleophile,Nucleophile SMILES,Product SMILES,nu/100000,prod/100000,prod/(nu+prod)*100,inhibition %,inhibition % in 5-fold dilution
X33,E195_pyridine-4-carboxylic acid,C1=CN=CC=C1C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ccncc4)CCC[C@]3(C)C2CC1,7.8,7.3,48.5,22.9,0
X34,"E281_P-TOLUIC ACID, 98%",CC1=CC=C(C=C1)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,Cc1ccc(CNC[C@]2(C)CCC[C@]3(C)C4CCC(C(C)C)=CC4=CCC23)cc1,8.6,1.6,15.3,8.4,0
X37,"E38_3-(METHOXYCARBONYL)CYCLOHEXANECARBOXYLIC ACID, 95+%",COC(=O)C1CCCC(C1)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC4CCCC(C(=O)OC)C4)c(C(C)C)cc3CCC12,6,0,0,10.2,0
X38,"E84_6-METHYLPYRIDINE-2-CARBOXYLIC ACID, 98.0+%",CC1=NC(=CC=C1)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4cccc(C)n4)c(C(C)C)cc3CCC12,16.7,14.6,46.7,-1.1,0
X39,E131_adamantane-1-carboxylic acid,C1C2CC3CC1CC(C2)(C3)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC45CC6CC(CC(C6)C4)C5)c(C(C)C)cc3CCC12,8.3,0,0,14.7,0
X40,"E167_1,5-dimethylpyrazole-3-carboxylic acid",CC1=CC(=NN1C)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4cc(C)n(C)n4)c(C(C)C)cc3CCC12,25.5,22,46.3,-3.2,0
X41,E212_2-(4-methoxyphenyl)acetic acid,COC1=CC=C(C=C1)CC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4ccc(OC)cc4)c(C(C)C)cc3CCC12,18.1,2.9,13.7,9,0
X42,"E262_4-SULFAMOYLBENZOIC ACID, 97%",C1=CC(=CC=C1C(=O)O)S(=O)(=O)N,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc(S(N)(=O)=O)cc4)c(C(C)C)cc3CCC12,28.9,6,17.2,18.2,0
X43,E311_ciprofibrate,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(C)(C)Oc4ccc(C5CC5(Cl)Cl)cc4)c(C(C)C)cc3CCC12,16.8,0,0,30.3,0
X44,"E62_5-FORMYL-2,4-DIMETHYLPYRROLE-3-CARBOXYLIC ACID, 96%",CC1=C(NC(=C1C(=O)O)C)C=O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4c(C)[nH]c(C=O)c4C)c(C(C)C)cc3CCC12,8.7,0,0,-5.6,0
X45,E195_pyridine-4-carboxylic acid,C1=CN=CC=C1C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccncc4)c(C(C)C)cc3CCC12,9.1,0,0,11.8,0
X46,"E281_P-TOLUIC ACID, 98%",CC1=CC=C(C=C1)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc(C)cc4)c(C(C)C)cc3CCC12,5.9,0.9,13.2,10.3,0
Y1,"E40_6-METHOXYINDOLE-2-CARBOXYLIC ACID, 95%",COC1=CC2=C(C=C1)C=C(N2)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,COc1ccc2cc(CNC[C@]3(C)CCC[C@]4(C)c5ccc(C(C)C)cc5CC[C@@H]34)[nH]c2c1,66.2,0,0,100.2,4.3
Y2,E88_MEFENAMIC ACID,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,Cc1cccc(Nc2ccccc2CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@@H]23)c1C,0.35,0,0,-11.7,0
Y3,E132_3-(4-bromophenyl)propanoic acid,C1=CC(=CC=C1CCC(=O)O)Br,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCCc3ccc(Br)cc3)CCC[C@]21C,5.23,39.1,88.2,64.1,0
Y4,"E168_2-(3,5-difluorophenyl)acetic acid",C1=C(C=C(C=C1F)F)CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCc3cc(F)cc(F)c3)CCC[C@]21C,18.66,0,0,-11.7,0
Y5,E213_4-methylsulfanylbenzoic acid,CSC1=CC=C(C=C1)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CSc1ccc(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@@H]23)cc1,24.9,18.5,42.6,10.9,0
Y6,E264_4-(Trifluoromethoxy)benzoic Acid,C1=CC(=CC=C1C(=O)O)OC(F)(F)F,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3ccc(OC(F)(F)F)cc3)CCC[C@]21C,28.79,2.3,7.3,-26.2,0
Y7,E312_Fenbufen,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCCC(=O)c3ccc(-c4ccccc4)cc3)CCC[C@]21C,12.64,11.3,47.2,-44.6,0
Y8,"E66_METHACRYLIC ACID, 99%",CC(=C)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,C=C(C)CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,10.07,8.4,45.4,-59,0
Y9,E199_2-methylpropanoic acid,CC(C)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,11.21,9.5,46,-20.1,0
Y10,E286_1-Cyclopentene-1-carboxylic acid,C1CC=C(C1)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC3=CCCC3)CCC[C@]21C,2.99,7.6,71.7,-28.2,0
Y13,"E40_6-METHOXYINDOLE-2-CARBOXYLIC ACID, 95%",COC1=CC2=C(C=C1)C=C(N2)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,COc1ccc2cc(CNC[C@]3(C)CCC[C@]4(C)c5cc(O)c(C(C)C)cc5CCC34)[nH]c2c1,0,2,100,-24.2,0
Y14,E88_MEFENAMIC ACID,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,Cc1cccc(Nc2ccccc2CNC[C@]2(C)CCC[C@]3(C)c4cc(O)c(C(C)C)cc4CCC23)c1C,0.92,2.4,72.3,-20,0
Y15,E132_3-(4-bromophenyl)propanoic acid,C1=CC(=CC=C1CCC(=O)O)Br,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCCc3ccc(Br)cc3)C1CC2,0,0.2,100,-27.8,0
Y16,"E168_2-(3,5-difluorophenyl)acetic acid",C1=C(C=C(C=C1F)F)CC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCc3cc(F)cc(F)c3)C1CC2,1.51,0,0,-32.6,0
Y17,E213_4-methylsulfanylbenzoic acid,CSC1=CC=C(C=C1)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CSc1ccc(CNC[C@]2(C)CCC[C@]3(C)c4cc(O)c(C(C)C)cc4CCC23)cc1,0,10.3,100,-65.1,0
Y18,E264_4-(Trifluoromethoxy)benzoic Acid,C1=CC(=CC=C1C(=O)O)OC(F)(F)F,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3ccc(OC(F)(F)F)cc3)C1CC2,3.01,0,0,-31,0
Y19,E312_Fenbufen,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCCC(=O)c3ccc(-c4ccccc4)cc3)C1CC2,0,0,0,-24.8,0
Y20,"E66_METHACRYLIC ACID, 99%",CC(=C)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,C=C(C)CNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,0,0,0,-40.5,0
Y21,E199_2-methylpropanoic acid,CC(C)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)CNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,0,0.8,100,-45.5,0
Y22,E286_1-Cyclopentene-1-carboxylic acid,C1CC=C(C1)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC3=CCCC3)C1CC2,0,0.4,100,-20.7,0
Y25,"E40_6-METHOXYINDOLE-2-CARBOXYLIC ACID, 95%",COC1=CC2=C(C=C1)C=C(N2)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,COc1ccc2cc(CNC[C@]3(C)CCC[C@]4(C)C5CCC(C(C)C)=CC5=CCC34)[nH]c2c1,6.4,35.7,84.8,66.2,0
Y26,E88_MEFENAMIC ACID,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,Cc1cccc(Nc2ccccc2CNC[C@]2(C)CCC[C@]3(C)C4CCC(C(C)C)=CC4=CCC23)c1C,11.5,5.9,34,-11.5,0
Y27,E132_3-(4-bromophenyl)propanoic acid,C1=CC(=CC=C1CCC(=O)O)Br,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCCc4ccc(Br)cc4)CCC[C@]3(C)C2CC1,1.8,2.5,58.3,-24.9,0
Y28,"E168_2-(3,5-difluorophenyl)acetic acid",C1=C(C=C(C=C1F)F)CC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCc4cc(F)cc(F)c4)CCC[C@]3(C)C2CC1,9.3,0,0,3.2,0
Y29,E213_4-methylsulfanylbenzoic acid,CSC1=CC=C(C=C1)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CSc1ccc(CNC[C@]2(C)CCC[C@]3(C)C4CCC(C(C)C)=CC4=CCC23)cc1,5.1,21.5,80.9,-23.7,0
Y30,E264_4-(Trifluoromethoxy)benzoic Acid,C1=CC(=CC=C1C(=O)O)OC(F)(F)F,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ccc(OC(F)(F)F)cc4)CCC[C@]3(C)C2CC1,11.1,0,0,-19.1,0
Y31,E312_Fenbufen,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCCC(=O)c4ccc(-c5ccccc5)cc4)CCC[C@]3(C)C2CC1,2.1,0,0,-13.5,0
Y32,"E66_METHACRYLIC ACID, 99%",CC(=C)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,C=C(C)CNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,1,1.4,59,-17.3,0
Y33,E199_2-methylpropanoic acid,CC(C)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)CNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,1.5,4,72.6,-31.7,0
Y34,E286_1-Cyclopentene-1-carboxylic acid,C1CC=C(C1)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC4=CCCC4)CCC[C@]3(C)C2CC1,0.6,1,63.5,-17.6,0
Y37,"E40_6-METHOXYINDOLE-2-CARBOXYLIC ACID, 95%",COC1=CC2=C(C=C1)C=C(N2)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4cc5ccc(OC)cc5[nH]4)c(C(C)C)cc3CCC12,17.6,16.9,49,-37.5,0
Y38,E88_MEFENAMIC ACID,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccccc4Nc4cccc(C)c4C)c(C(C)C)cc3CCC12,13.9,17.2,55.2,-46.7,0
Y39,E132_3-(4-bromophenyl)propanoic acid,C1=CC(=CC=C1CCC(=O)O)Br,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCCc4ccc(Br)cc4)c(C(C)C)cc3CCC12,3.2,13.9,81.3,-53.3,0
Y40,"E168_2-(3,5-difluorophenyl)acetic acid",C1=C(C=C(C=C1F)F)CC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4cc(F)cc(F)c4)c(C(C)C)cc3CCC12,8.9,0,0,-61.1,0
Y41,E213_4-methylsulfanylbenzoic acid,CSC1=CC=C(C=C1)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc(SC)cc4)c(C(C)C)cc3CCC12,24.7,0.6,2.5,-43.7,0
Y42,E264_4-(Trifluoromethoxy)benzoic Acid,C1=CC(=CC=C1C(=O)O)OC(F)(F)F,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc(OC(F)(F)F)cc4)c(C(C)C)cc3CCC12,8.9,0,0,-54.9,0
Y43,E312_Fenbufen,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCCC(=O)c4ccc(-c5ccccc5)cc4)c(C(C)C)cc3CCC12,4,14.8,78.7,-49.6,0
Y44,"E66_METHACRYLIC ACID, 99%",CC(=C)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,C=C(C)CNc1cc2c(cc1C(C)C)CCC1[C@](C)(CNCC)CCC[C@]21C,3.3,0,0,-26.8,0
Y45,E199_2-methylpropanoic acid,CC(C)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(C)C)c(C(C)C)cc3CCC12,6.6,4.7,41.5,-26,0
Y46,E286_1-Cyclopentene-1-carboxylic acid,C1CC=C(C1)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC4=CCCC4)c(C(C)C)cc3CCC12,2.1,1.7,45,-16.8,0
Z1,"E41_2-METHOXY-4-METHYLBENZOIC ACID, 97%",CC1=CC(=C(C=C1)C(=O)O)OC,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,COc1cc(C)ccc1CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,18.2,29.7,62,-42.8,0
Z2,"E89_ANTI-3-OXOTRICYCLO[2.2.1.02,6]HEPTANE-7-CARBOXYLIC ACID",C1C2C3C2C(=O)C1C3C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC3C4CC5C(C4=O)C35)CCC[C@]21C,2.4,30.2,92.5,-20,0
Z3,E133_1-benzylpiperidine-4-carboxylic acid,C1CN(CCC1C(=O)O)CC2=CC=CC=C2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC3CCN(Cc4ccccc4)CC3)CCC[C@]21C,35.2,0,0,40.2,0
Z4,"E169_2-[2,3-dichloro-4-(2-methylidenebutanoyl)phenoxy]acetic acid",CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,C=C(CC)C(=O)c1ccc(OCCNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@@H]23)c(Cl)c1Cl,8.3,15.7,65.4,-22.6,0
Z5,E215_3-(2-methylphenyl)propanoic acid,CC1=CC=CC=C1CCC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,Cc1ccccc1CCCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,3.2,14.3,81.6,-31.5,0
Z6,E266_2-(Trifluoromethyl)benzoic acid,C1=CC=C(C(=C1)C(=O)O)C(F)(F)F,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3ccccc3C(F)(F)F)CCC[C@]21C,31.7,0,0,-12.6,0
Z7,E313_Biotin,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCCCC[C@@H]3SC[C@@H]4NC(=O)N[C@@H]43)CCC[C@]21C,30.5,13.6,30.9,13,0
Z8,"E72_2-FLUORO-2-METHYLPROPANOIC ACID, 97%",CC(C)(C(=O)O)F,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC(C)(C)F)CCC[C@]21C,20.6,17.1,45.4,-27.8,0
Z9,E204_1-methylpyrazole-4-carboxylic acid,CN1C=C(C=N1)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3cnn(C)c3)CCC[C@]21C,36.2,0,0,-9.2,0
Z10,"E290_CYCLOPROPANECARBOXYLIC ACID, 95%",C1CC1C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC3CC3)CCC[C@]21C,3.6,21.1,85.3,-20.2,0
Z13,"E41_2-METHOXY-4-METHYLBENZOIC ACID, 97%",CC1=CC(=C(C=C1)C(=O)O)OC,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,COc1cc(C)ccc1CNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,0,12.6,100,-42.1,0
Z14,"E89_ANTI-3-OXOTRICYCLO[2.2.1.02,6]HEPTANE-7-CARBOXYLIC ACID",C1C2C3C2C(=O)C1C3C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC3C4CC5C(C4=O)C35)C1CC2,0,0.5,100,-43,0
Z15,E133_1-benzylpiperidine-4-carboxylic acid,C1CN(CCC1C(=O)O)CC2=CC=CC=C2,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC3CCN(Cc4ccccc4)CC3)C1CC2,0,4.8,100,-27.3,0
Z16,"E169_2-[2,3-dichloro-4-(2-methylidenebutanoyl)phenoxy]acetic acid",CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,C=C(CC)C(=O)c1ccc(OCCNC[C@]2(C)CCC[C@]3(C)c4cc(O)c(C(C)C)cc4CCC23)c(Cl)c1Cl,0,0,0,-35.6,0
Z17,E215_3-(2-methylphenyl)propanoic acid,CC1=CC=CC=C1CCC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,Cc1ccccc1CCCNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,0,1.7,100,-49.5,0
Z18,E266_2-(Trifluoromethyl)benzoic acid,C1=CC=C(C(=C1)C(=O)O)C(F)(F)F,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3ccccc3C(F)(F)F)C1CC2,3.6,0.4,10.2,-24.7,0
Z19,E313_Biotin,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCCCC[C@@H]3SC[C@@H]4NC(=O)N[C@@H]43)C1CC2,2.1,0,0,-36.2,0
Z20,"E72_2-FLUORO-2-METHYLPROPANOIC ACID, 97%",CC(C)(C(=O)O)F,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC(C)(C)F)C1CC2,0,3.4,100,-39,0
Z21,E204_1-methylpyrazole-4-carboxylic acid,CN1C=C(C=N1)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3cnn(C)c3)C1CC2,4,0,0,-39.4,0
Z22,"E290_CYCLOPROPANECARBOXYLIC ACID, 95%",C1CC1C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC3CC3)C1CC2,0,2.5,100,-37.5,0
