"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000003436",5423.18703525741,-0.0416295639822317,0.0287302399567938,0.092139325173355,0.28726255245198
"ENSG00000003509",705.447378433338,-0.023748480779907,0.0467381427300338,0.408858625011948,0.65286650784762
"ENSG00000003756",4401.454567384,0.00686498014835211,0.034894714920909,0.80355246247896,0.911088904291651
"ENSG00000003989",2607.55776751215,0.164745428875076,0.0474899825859134,8.79768095701032e-07,6.94060525934575e-05
"ENSG00000004059",10223.0494444436,-0.10125636282044,0.0301118083737447,7.0405787430599e-05,0.00244110766801571
"ENSG00000004139",3845.42379325796,0.0259445565690697,0.0338853996201336,0.341098555189161,0.589076771945494
"ENSG00000004142",17861.9838258991,-0.0459384218891014,0.0251822757315731,0.0409662588140854,0.178614200924689
"ENSG00000004399",142.37293941152,0.0252991250890507,0.061358166354262,0.241062795414602,NA
"ENSG00000004455",16506.0356419811,-0.0240262987534967,0.0247517662413404,0.279180310631506,0.526319807903932
"ENSG00000004478",37520.2125360457,-0.0249839811550782,0.0263182441538287,0.282487545924592,0.529518235620012
"ENSG00000004487",8517.67177424857,-0.000973914520648451,0.0289716214999753,0.968747677036529,0.986877136698483
"ENSG00000004534",3430.10533291121,0.000788228834248424,0.0340126347967185,0.97694038355281,0.990692456928115
"ENSG00000004660",2082.63092510688,0.0623899518343378,0.0394111575385072,0.0333777673189226,0.156969223672186
"ENSG00000004700",3637.15874117003,0.00190034246646442,0.0334671398836175,0.943999622875304,0.97415392362497
"ENSG00000004766",1162.12933024351,0.0240890183420979,0.0421326348913465,0.408318295266119,0.652386451506051
"ENSG00000004776",27.7598555523949,-0.0174779731067316,0.0709491174954695,0.163650419165515,NA
"ENSG00000004777",755.789159470645,-0.040668827882177,0.047737908724026,0.16527218332166,0.394592816311166
"ENSG00000004779",9378.33750065787,-0.0576269985198716,0.0366309847234244,0.0426209490916798,0.183115340474001
"ENSG00000004838",129.80950329368,-0.0245163991302913,0.0609018454050071,0.257825070126059,NA
"ENSG00000004846",93.3981720292843,0.115100809664848,0.151205951581147,0.00124349454316693,NA
"ENSG00000004848",79.7486352604046,-0.000437144676563187,0.0611054222768809,0.979577152869399,NA
"ENSG00000004864",4838.53475997336,0.0406100774897229,0.0325649181507169,0.12850120120884,0.34405231222763
"ENSG00000004866",11735.364706687,0.122740923345399,0.0275580913175862,2.80636856730115e-07,2.54607788268397e-05
"ENSG00000004897",8309.64126339551,0.0397177722341461,0.0322088779696478,0.134652464691838,0.353140595720558
"ENSG00000004961",2869.90716604888,-0.0503551214673536,0.034554283074063,0.0681180654210777,0.242274217000742
"ENSG00000004975",4674.95520692499,0.0617851558618152,0.0302022998054263,0.0155687289152904,0.099703971588686
"ENSG00000005007",11124.8602502553,-0.0122903410280642,0.0295919532802292,0.625793839753449,0.812621366101598
"ENSG00000005020",5063.57505654375,0.0528339738599831,0.0316203906776995,0.0444014941002575,0.187051670082576
"ENSG00000005022",45577.4008859326,-0.0444617048507525,0.0278083937414315,0.0658147929745783,0.237957854386233
"ENSG00000005059",130.237515106943,-0.000198174863654037,0.0584164826687914,0.992156107854274,NA
"ENSG00000005073",13.1119558376105,-0.000952411680107003,0.0675665679088928,0.912252146553268,NA
"ENSG00000005075",4974.97247342512,-0.0411039500037019,0.037260628099948,0.149133122492726,0.372730097469769
"ENSG00000005100",4294.2649681384,0.0345910362489329,0.0331950663360721,0.199893923305483,0.442377391601439
"ENSG00000005108",347.692359695495,-0.0560172772991654,0.0671189023615474,0.0393497749598721,NA
"ENSG00000005156",6191.88035519291,0.00790227339271266,0.0338412247384895,0.77146426361195,0.894961548819014
"ENSG00000005175",3998.25418825924,0.0263780423345224,0.0333460912572419,0.329158384868478,0.577711967767713
"ENSG00000005187",1917.82123969064,0.0487220002842001,0.0389208423882532,0.0931335783591467,0.288870889325964
"ENSG00000005189",1030.07330628944,-0.0363201533027503,0.0436967349011536,0.216974522887804,0.460288704341294
"ENSG00000005194",4584.69985305264,-0.022870693237901,0.0307063742378449,0.375275843455648,0.623855261521093
"ENSG00000005206",2066.28701576254,-0.0435391044941301,0.0378999616548262,0.129189825728586,0.345461427166773
"ENSG00000005238",1008.82849308302,-0.00217001426483811,0.0417541413986923,0.940228636833502,0.972474745316961
"ENSG00000005249",2693.3547845419,0.00781073595453833,0.0349744966943543,0.777386976637291,0.897023001022807
"ENSG00000005302",1883.47713625882,-0.0162714350526395,0.0366182439372914,0.563443284794688,0.771598370007517
"ENSG00000005339",5120.70931178132,0.0165348461079197,0.0347043115455178,0.548307969172192,0.760243104989513
"ENSG00000005379",39.4450406545271,-0.00120999851042215,0.0644831801522249,0.925168338568422,NA
"ENSG00000005436",3750.2413915273,0.0266927417737256,0.0330436763318701,0.321115231608123,0.570958929694208
"ENSG00000005448",1040.35954982507,-0.07475379241843,0.0510938506280863,0.0168305468201269,0.104585709606576
"ENSG00000005469",2947.64123001859,-0.012985521358735,0.0346258422589139,0.63689800495282,0.819223603487872
"ENSG00000005483",4902.63892678886,0.0647704106653741,0.0394444817756685,0.0274204299733113,0.139890450383993
"ENSG00000005486",5520.53534456502,-0.0197265072998863,0.0282635578096836,0.419764668702109,0.66207679683135
