index_waters,Electrophile,Electrophile SMILES,Nucleophile,Nucleophile SMILES,Product SMILES,nu/100000,prod/100000,prod/(nu+prod)*100,inhibition %,inhibition % in 5-fold dilution,E,molarMass,molarity,chemtype,sublocation,density,atp,acid type,Structure of smiles [idcode],smiles,order,factor,cas,formSlurry,N,Nn,circos_index
W44,"E61_3-ETHOXYACRYLIC ACID, 95+%",CCOC=CC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC=COCC)c(C(C)C)cc3CCC12,4.2,0.0,0.0,19.5,-1.0,61,116.11,0.2,Electrophile,acid01-F3,1,2,1,daxL@@RdfuVfh@@,CCOC=CC(=O)O,1,1,33607,0,N4,4,12
Y8,"E66_METHACRYLIC ACID, 99%",CC(=C)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,C=C(C)CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,10.07,8.4,45.4,0.0,-1.0,66,86.09,0.2,Electrophile,acid01-F8,1,2,1,gGP`@dfyi`@,CC(=C)C(=O)O,1,1,79-41-4,0,N1,1,13
Y20,"E66_METHACRYLIC ACID, 99%",CC(=C)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,C=C(C)CNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,0.0,0.0,0.0,0.0,-1.0,66,86.09,0.2,Electrophile,acid01-F8,1,2,1,gGP`@dfyi`@,CC(=C)C(=O)O,1,1,79-41-4,0,N2,2,13
Y32,"E66_METHACRYLIC ACID, 99%",CC(=C)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,C=C(C)CNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,1.0,1.4,59.0,0.0,-1.0,66,86.09,0.2,Electrophile,acid01-F8,1,2,1,gGP`@dfyi`@,CC(=C)C(=O)O,1,1,79-41-4,0,N3,3,13
Y44,"E66_METHACRYLIC ACID, 99%",CC(=C)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,C=C(C)CNc1cc2c(cc1C(C)C)CCC1[C@](C)(CNCC)CCC[C@]21C,3.3,0.0,0.0,0.0,-1.0,66,86.09,0.2,Electrophile,acid01-F8,1,2,1,gGP`@dfyi`@,CC(=C)C(=O)O,1,1,79-41-4,0,N4,4,13
Z8,"E72_2-FLUORO-2-METHYLPROPANOIC ACID, 97%",CC(C)(C(=O)O)F,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC(C)(C)F)CCC[C@]21C,20.6,17.1,45.4,0.0,-1.0,72,106.1,0.2,Electrophile,acid02-A1,1,2,1,gNphJqHIMMUL@@,CC(C)(C(=O)O)F,1,1,63812-15-7,0,N1,1,14
Z20,"E72_2-FLUORO-2-METHYLPROPANOIC ACID, 97%",CC(C)(C(=O)O)F,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC(C)(C)F)C1CC2,0.0,3.4,100.0,0.0,-1.0,72,106.1,0.2,Electrophile,acid02-A1,1,2,1,gNphJqHIMMUL@@,CC(C)(C(=O)O)F,1,1,63812-15-7,0,N2,2,14
Z32,"E72_2-FLUORO-2-METHYLPROPANOIC ACID, 97%",CC(C)(C(=O)O)F,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC(C)(C)F)CCC[C@]3(C)C2CC1,8.2,12.1,59.5,2.8,-1.0,72,106.1,0.2,Electrophile,acid02-A1,1,2,1,gNphJqHIMMUL@@,CC(C)(C(=O)O)F,1,1,63812-15-7,0,N3,3,14
Z44,"E72_2-FLUORO-2-METHYLPROPANOIC ACID, 97%",CC(C)(C(=O)O)F,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(C)(C)F)c(C(C)C)cc3CCC12,28.1,0.0,0.0,0.0,-1.0,72,106.1,0.2,Electrophile,acid02-A1,1,2,1,gNphJqHIMMUL@@,CC(C)(C(=O)O)F,1,1,63812-15-7,0,N4,4,14
R2,E76_2-(FLUOROSULFONYL)DIFLUOROACETIC ACID,C(=O)(C(F)(F)S(=O)(=O)F)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC(F)(F)S(=O)(=O)F)CCC[C@]21C,68.8,68.8,50.0,100.0,4.2,76,178.09,0.2,Electrophile,acid02-A5,1,2,1,dedBHDpY@HbPjPZPrRRrFRuS@@,C(=O)(C(F)(F)S(=O)(=O)F)O,1,1,1717-59-5,0,N1,1,15
R14,E76_2-(FLUOROSULFONYL)DIFLUOROACETIC ACID,C(=O)(C(F)(F)S(=O)(=O)F)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC(F)(F)S(=O)(=O)F)C1CC2,13.2,0.0,0.0,3.3,-1.0,76,178.09,0.2,Electrophile,acid02-A5,1,2,1,dedBHDpY@HbPjPZPrRRrFRuS@@,C(=O)(C(F)(F)S(=O)(=O)F)O,1,1,1717-59-5,0,N2,2,15
R26,E76_2-(FLUOROSULFONYL)DIFLUOROACETIC ACID,C(=O)(C(F)(F)S(=O)(=O)F)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC(F)(F)S(=O)(=O)F)CCC[C@]3(C)C2CC1,23.0,13.7,37.4,44.0,-1.0,76,178.09,0.2,Electrophile,acid02-A5,1,2,1,dedBHDpY@HbPjPZPrRRrFRuS@@,C(=O)(C(F)(F)S(=O)(=O)F)O,1,1,1717-59-5,0,N3,3,15
R38,E76_2-(FLUOROSULFONYL)DIFLUOROACETIC ACID,C(=O)(C(F)(F)S(=O)(=O)F)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(F)(F)S(=O)(=O)F)c(C(C)C)cc3CCC12,20.7,0.0,0.0,0.0,-1.0,76,178.09,0.2,Electrophile,acid02-A5,1,2,1,dedBHDpY@HbPjPZPrRRrFRuS@@,C(=O)(C(F)(F)S(=O)(=O)F)O,1,1,1717-59-5,0,N4,4,15
AC8,"E85_3-METHYL-4-PENTENOIC ACID, 97%",CC(CC(=O)O)C=C,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,C=CC(C)CCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,9.83,9.3,48.6,0.0,-1.0,85,114.14,0.2,Electrophile,acid02-A15,1,2,1,daxD@@QImeji`b@@,CC(CC(=O)O)C=C,1,1,1879-03-4,0,N1,1,16
AC20,"E85_3-METHYL-4-PENTENOIC ACID, 97%",CC(CC(=O)O)C=C,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,C=CC(C)CCNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,0.0,0.0,0.0,0.0,-1.0,85,114.14,0.2,Electrophile,acid02-A15,1,2,1,daxD@@QImeji`b@@,CC(CC(=O)O)C=C,1,1,1879-03-4,0,N2,2,16
AC32,"E85_3-METHYL-4-PENTENOIC ACID, 97%",CC(CC(=O)O)C=C,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,C=CC(C)CCNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,0.7,1.3,65.1,0.0,-1.0,85,114.14,0.2,Electrophile,acid02-A15,1,2,1,daxD@@QImeji`b@@,CC(CC(=O)O)C=C,1,1,1879-03-4,0,N3,3,16
AC44,"E85_3-METHYL-4-PENTENOIC ACID, 97%",CC(CC(=O)O)C=C,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,C=CC(C)CCNc1cc2c(cc1C(C)C)CCC1[C@](C)(CNCC)CCC[C@]21C,1.2,1.7,58.0,0.0,-1.0,85,114.14,0.2,Electrophile,acid02-A15,1,2,1,daxD@@QImeji`b@@,CC(CC(=O)O)C=C,1,1,1879-03-4,0,N4,4,16
AE8,"E87_2-MERCAPTOPROPIONIC ACID, 95%",CC(C(=O)O)S,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(S)CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,53.54,0.0,0.0,80.4,7.08,87,106.15,0.2,Electrophile,acid02-B3,1,2,1,gGPhCPDILuSRT@,CC(C(=O)O)S,1,1,79-42-5,0,N1,1,17
AE20,"E87_2-MERCAPTOPROPIONIC ACID, 95%",CC(C(=O)O)S,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(S)CNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,0.0,0.0,0.0,0.0,-1.0,87,106.15,0.2,Electrophile,acid02-B3,1,2,1,gGPhCPDILuSRT@,CC(C(=O)O)S,1,1,79-42-5,0,N2,2,17
AE32,"E87_2-MERCAPTOPROPIONIC ACID, 95%",CC(C(=O)O)S,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(S)CNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,15.4,0.0,0.0,0.0,-1.0,87,106.15,0.2,Electrophile,acid02-B3,1,2,1,gGPhCPDILuSRT@,CC(C(=O)O)S,1,1,79-42-5,0,N3,3,17
AE44,"E87_2-MERCAPTOPROPIONIC ACID, 95%",CC(C(=O)O)S,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(C)S)c(C(C)C)cc3CCC12,0.0,0.0,0.0,0.0,-1.0,87,106.15,0.2,Electrophile,acid02-B3,1,2,1,gGPhCPDILuSRT@,CC(C(=O)O)S,1,1,79-42-5,0,N4,4,17
AA2,"E90_3-BENZOYLPROPIONIC ACID, 98%",C1=CC=C(C=C1)C(=O)CCC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCCC(=O)c3ccccc3)CCC[C@]21C,4.95,7.6,60.6,0.0,-1.0,90,178.18,0.2,Electrophile,acid02-B7,1,2,1,dklL@@QdfunUtvjX@@@@,C1=CC=C(C=C1)C(=O)CCC(=O)O,1,1,2051-95-8,0,N1,1,18
AA14,"E90_3-BENZOYLPROPIONIC ACID, 98%",C1=CC=C(C=C1)C(=O)CCC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCCC(=O)c3ccccc3)C1CC2,0.0,0.0,0.0,0.0,-1.0,90,178.18,0.2,Electrophile,acid02-B7,1,2,1,dklL@@QdfunUtvjX@@@@,C1=CC=C(C=C1)C(=O)CCC(=O)O,1,1,2051-95-8,0,N2,2,18
AA26,"E90_3-BENZOYLPROPIONIC ACID, 98%",C1=CC=C(C=C1)C(=O)CCC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCCC(=O)c4ccccc4)CCC[C@]3(C)C2CC1,1.1,0.0,0.0,0.0,-1.0,90,178.18,0.2,Electrophile,acid02-B7,1,2,1,dklL@@QdfunUtvjX@@@@,C1=CC=C(C=C1)C(=O)CCC(=O)O,1,1,2051-95-8,0,N3,3,18
AA38,"E90_3-BENZOYLPROPIONIC ACID, 98%",C1=CC=C(C=C1)C(=O)CCC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCCC(=O)c4ccccc4)c(C(C)C)cc3CCC12,0.0,0.0,0.0,0.0,-1.0,90,178.18,0.2,Electrophile,acid02-B7,1,2,1,dklL@@QdfunUtvjX@@@@,C1=CC=C(C=C1)C(=O)CCC(=O)O,1,1,2051-95-8,0,N4,4,18
AB2,"E91_(BENZHYDRYLTHIO)ACETIC ACID, 98.0+%",C1=CC=C(C=C1)C(C2=CC=CC=C2)SCC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCSC(c3ccccc3)c3ccccc3)CCC[C@]21C,24.5,59.7,70.9,0.0,-1.0,91,258.3,0.2,Electrophile,acid02-B8,1,2,1,fdy@b@EZ@DYHheEEDdckA}Fj`A`@@@@,C1=CC=C(C=C1)C(C2=CC=CC=C2)SCC(=O)O,1,1,63547-22-8,0,N1,1,19
AB14,"E91_(BENZHYDRYLTHIO)ACETIC ACID, 98.0+%",C1=CC=C(C=C1)C(C2=CC=CC=C2)SCC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCSC(c3ccccc3)c3ccccc3)C1CC2,0.0,1.7,100.0,0.0,-1.0,91,258.3,0.2,Electrophile,acid02-B8,1,2,1,fdy@b@EZ@DYHheEEDdckA}Fj`A`@@@@,C1=CC=C(C=C1)C(C2=CC=CC=C2)SCC(=O)O,1,1,63547-22-8,0,N2,2,19
AB26,"E91_(BENZHYDRYLTHIO)ACETIC ACID, 98.0+%",C1=CC=C(C=C1)C(C2=CC=CC=C2)SCC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCSC(c4ccccc4)c4ccccc4)CCC[C@]3(C)C2CC1,8.8,29.1,76.8,16.4,-1.0,91,258.3,0.2,Electrophile,acid02-B8,1,2,1,fdy@b@EZ@DYHheEEDdckA}Fj`A`@@@@,C1=CC=C(C=C1)C(C2=CC=CC=C2)SCC(=O)O,1,1,63547-22-8,0,N3,3,19
AB38,"E91_(BENZHYDRYLTHIO)ACETIC ACID, 98.0+%",C1=CC=C(C=C1)C(C2=CC=CC=C2)SCC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCSC(c4ccccc4)c4ccccc4)c(C(C)C)cc3CCC12,5.3,5.5,51.0,15.3,-1.0,91,258.3,0.2,Electrophile,acid02-B8,1,2,1,fdy@b@EZ@DYHheEEDdckA}Fj`A`@@@@,C1=CC=C(C=C1)C(C2=CC=CC=C2)SCC(=O)O,1,1,63547-22-8,0,N4,4,19
C3,"E98_3-BROMOPROPIONIC ACID, 97%",C(CBr)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCCBr)CCC[C@]21C,15.5,0.0,0.0,0.0,-1.0,98,152.97,0.2,Electrophile,acid02-B15,1,2,1,gGPhCQbIJuS@@,C(CBr)C(=O)O,1,1,590-92-1,0,N1,1,20
C15,"E98_3-BROMOPROPIONIC ACID, 97%",C(CBr)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCCBr)C1CC2,6.59,0.0,0.0,0.0,-1.0,98,152.97,0.2,Electrophile,acid02-B15,1,2,1,gGPhCQbIJuS@@,C(CBr)C(=O)O,1,1,590-92-1,0,N2,2,20
C27,"E98_3-BROMOPROPIONIC ACID, 97%",C(CBr)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCCBr)CCC[C@]3(C)C2CC1,6.1,1.9,23.9,5.2,-1.0,98,152.97,0.2,Electrophile,acid02-B15,1,2,1,gGPhCQbIJuS@@,C(CBr)C(=O)O,1,1,590-92-1,0,N3,3,20
C39,"E98_3-BROMOPROPIONIC ACID, 97%",C(CBr)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCCBr)c(C(C)C)cc3CCC12,9.6,0.0,0.0,0.0,-1.0,98,152.97,0.2,Electrophile,acid02-B15,1,2,1,gGPhCQbIJuS@@,C(CBr)C(=O)O,1,1,590-92-1,0,N4,4,20
AF8,"E100_N-BUTYRIC ACID, 99+%",CCCC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CCCCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,4.7,28.4,85.8,0.0,-1.0,100,88.11,0.2,Electrophile,acid02-C2,1,2,1,gGP`@dfuj`@,CCCC(=O)O,1,1,107-92-6,0,N1,1,21
AF20,"E100_N-BUTYRIC ACID, 99+%",CCCC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CCCCNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,0.0,0.0,0.0,11.4,-1.0,100,88.11,0.2,Electrophile,acid02-C2,1,2,1,gGP`@dfuj`@,CCCC(=O)O,1,1,107-92-6,0,N2,2,21
AF32,"E100_N-BUTYRIC ACID, 99+%",CCCC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CCCCNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,1.6,8.8,84.6,0.0,-1.0,100,88.11,0.2,Electrophile,acid02-C2,1,2,1,gGP`@dfuj`@,CCCC(=O)O,1,1,107-92-6,0,N3,3,21
AF44,"E100_N-BUTYRIC ACID, 99+%",CCCC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCCCNc1cc2c(cc1C(C)C)CCC1[C@](C)(CNCC)CCC[C@]21C,8.5,14.1,62.5,0.0,-1.0,100,88.11,0.2,Electrophile,acid02-C2,1,2,1,gGP`@dfuj`@,CCCC(=O)O,1,1,107-92-6,0,N4,4,21
A9,"E102_3-CHLORO-2,2-DIMETHYLPROPIONIC ACID, 97%",CC(C)(CCl)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC(C)(C)CCl)CCC[C@]21C,17.83,0.0,0.0,0.0,-1.0,102,136.58,0.2,Electrophile,acid02-C4,1,2,1,daxD`FxHaIZZjf@@,CC(C)(CCl)C(=O)O,1,1,13511-38-1,0,N1,1,22
A21,"E102_3-CHLORO-2,2-DIMETHYLPROPIONIC ACID, 97%",CC(C)(CCl)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC(C)(C)CCl)C1CC2,19.95,4.3,17.8,0.0,-1.0,102,136.58,0.2,Electrophile,acid02-C4,1,2,1,daxD`FxHaIZZjf@@,CC(C)(CCl)C(=O)O,1,1,13511-38-1,0,N2,2,22
A33,"E102_3-CHLORO-2,2-DIMETHYLPROPIONIC ACID, 97%",CC(C)(CCl)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC(C)(C)CCl)CCC[C@]3(C)C2CC1,3.6,1.7,32.4,0.0,-1.0,102,136.58,0.2,Electrophile,acid02-C4,1,2,1,daxD`FxHaIZZjf@@,CC(C)(CCl)C(=O)O,1,1,13511-38-1,0,N3,3,22
A45,"E102_3-CHLORO-2,2-DIMETHYLPROPIONIC ACID, 97%",CC(C)(CCl)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(C)(C)CCl)c(C(C)C)cc3CCC12,15.7,0.0,0.0,0.0,-1.0,102,136.58,0.2,Electrophile,acid02-C4,1,2,1,daxD`FxHaIZZjf@@,CC(C)(CCl)C(=O)O,1,1,13511-38-1,0,N4,4,22
C9,"E108_CROTONIC ACID, 98%",CC=CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC=CCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,1.68,0.0,0.0,0.0,-1.0,108,86.09,0.2,Electrophile,acid02-C10,1,2,1,gGP`@dfui`@,CC=CC(=O)O,1,1,107-93-7,0,N1,1,23
C21,"E108_CROTONIC ACID, 98%",CC=CC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC=CCNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,0.0,0.0,0.0,2.3,-1.0,108,86.09,0.2,Electrophile,acid02-C10,1,2,1,gGP`@dfui`@,CC=CC(=O)O,1,1,107-93-7,0,N2,2,23
C33,"E108_CROTONIC ACID, 98%",CC=CC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC=CCNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,0.0,0.0,0.0,16.4,-1.0,108,86.09,0.2,Electrophile,acid02-C10,1,2,1,gGP`@dfui`@,CC=CC(=O)O,1,1,107-93-7,0,N3,3,23
C45,"E108_CROTONIC ACID, 98%",CC=CC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CC=CCNc1cc2c(cc1C(C)C)CCC1[C@](C)(CNCC)CCC[C@]21C,2.5,0.0,0.0,2.3,-1.0,108,86.09,0.2,Electrophile,acid02-C10,1,2,1,gGP`@dfui`@,CC=CC(=O)O,1,1,107-93-7,0,N4,4,23
E9,E112_DIFLUOROACETIC ACID,C(C(=O)O)(F)F,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC(F)F)CCC[C@]21C,5.85,17.1,74.6,0.0,-1.0,112,96.03,0.2,Electrophile,acid02-C14,1,2,1,gGPdCQHJPR[jf@@,C(C(=O)O)(F)F,1,1,381-73-7,0,N1,1,24
E21,E112_DIFLUOROACETIC ACID,C(C(=O)O)(F)F,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC(F)F)C1CC2,2.78,10.1,78.3,0.0,-1.0,112,96.03,0.2,Electrophile,acid02-C14,1,2,1,gGPdCQHJPR[jf@@,C(C(=O)O)(F)F,1,1,381-73-7,0,N2,2,24
E33,E112_DIFLUOROACETIC ACID,C(C(=O)O)(F)F,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC(F)F)CCC[C@]3(C)C2CC1,4.7,20.4,81.3,0.0,-1.0,112,96.03,0.2,Electrophile,acid02-C14,1,2,1,gGPdCQHJPR[jf@@,C(C(=O)O)(F)F,1,1,381-73-7,0,N3,3,24
E45,E112_DIFLUOROACETIC ACID,C(C(=O)O)(F)F,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(F)F)c(C(C)C)cc3CCC12,5.9,6.4,52.1,0.0,-1.0,112,96.03,0.2,Electrophile,acid02-C14,1,2,1,gGPdCQHJPR[jf@@,C(C(=O)O)(F)F,1,1,381-73-7,0,N4,4,24
F9,"E113_2,2-DIFLUOROPENT-4-ENOIC ACID, 95%",C=CCC(C(=O)O)(F)F,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,C=CCC(F)(F)CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,24.1,11.2,31.6,0.0,-1.0,113,136.1,0.2,Electrophile,acid02-C15,1,2,1,diDDPJXIAICHiMDZii@@,C=CCC(C(=O)O)(F)F,1,1,55039-89-9,0,N1,1,25
F21,"E113_2,2-DIFLUOROPENT-4-ENOIC ACID, 95%",C=CCC(C(=O)O)(F)F,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,C=CCC(F)(F)CNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,0.3,0.0,0.0,0.0,-1.0,113,136.1,0.2,Electrophile,acid02-C15,1,2,1,diDDPJXIAICHiMDZii@@,C=CCC(C(=O)O)(F)F,1,1,55039-89-9,0,N2,2,25
